id,percent_disorder,num_disorder_segments
A0A948EPL6_268_3,0.05084745762711865,8
A0A948EPL6_269_3,0.043583535108958835,5
A0A948EPL6_270_3,0.031476997578692496,4
A0A832J6A2_271_3,0.15021459227467812,12
A0A832J6A2_272_3,0.15665236051502146,10
A0A948EPL6_273_3,0.09927360774818401,7
A0A948EPL6_274_3,0.06779661016949153,6
A0A948EPL6_275_3,0.031476997578692496,4
A0A948EPL6_276_3,0.05811138014527845,7
A0A832ANL8_277_3,0.09134615384615384,9
A0A075IPP2_278_3,0.02756892230576441,6
A0A075IPP2_279_3,0.040100250626566414,8
A0A075IPP2_280_3,0.05513784461152882,3
A0A832ANL8_281_3,0.052884615384615384,6
A0A075IPP2_282_3,0.022556390977443608,6
A0A075IPP2_283_3,0.08020050125313283,9
D9SHP6_284_3,0.16382978723404254,12
A0A1G0AW29_285_3,0.16170212765957448,10
A0A075ISY8_286_3,0.042821158690176324,8
A0A075ISY8_287_3,0.09571788413098237,11
A0A075ISY8_288_3,0.055415617128463476,9
A0A075ISY8_289_3,0.020151133501259445,4
A0A075ISY8_290_3,0.030226700251889168,3
A0A2U0AGL4_291_3,0.09259259259259259,6
A0A657Q713_292_3,0.23758099352051837,14
I4DDR7_293_3,0.05025125628140704,8
A0A7Y2YWN0_294_3,0.19827586206896552,10
A0A7Y0GYQ9_295_3,0.17062634989200864,11
A0A075IPP2_296_3,0.05764411027568922,8
A0A7Y0GYQ9_297_3,0.12311015118790497,11
A0A832ANL8_298_3,0.07692307692307693,6
I4DDM4_299_3,0.01256281407035176,4
A0A7Y0GYQ9_300_3,0.13606911447084233,9
A0A7Y0GYQ9_301_3,0.14038876889848811,8
A0A7Y0GYQ9_302_3,0.16414686825053995,8
A0A7Y0GYQ9_303_3,0.16846652267818574,12
A0A369CGS8_304_3,0.16163793103448276,8
A0A1N7LI14_305_3,0.16233766233766234,9
A0A0D6B0K4_306_3,0.20386266094420602,10
A0A0P9C7E3_307_3,0.18843683083511778,9
A0A948EPL6_308_3,0.1016949152542373,6
A0A948EPL6_309_3,0.16464891041162227,14
A0A948EPL6_310_3,0.03389830508474576,4
A0A948EPL6_311_3,0.07990314769975787,6
A0A948EPL6_312_3,0.0774818401937046,9
UPI0003F8EEA2_313_3,0.22125813449023862,13
A0A832ANL8_314_3,0.0889423076923077,3
A0A2K8L348_315_3,0.14680851063829786,11
D9SHP6_316_3,0.2,11
A0A1G0AW29_317_3,0.1702127659574468,10
A0A1G0AW29_318_3,0.16170212765957448,8
A0A1G0AW29_319_3,0.19361702127659575,12
A0A1G0AW29_320_3,0.1702127659574468,10
A0A075IPP2_321_3,0.08020050125313283,9
A0A075IPP2_322_3,0.10025062656641603,8
A0A075IPP2_323_3,0.007518796992481203,3
A0A075IPP2_324_3,0.015037593984962405,3
I4DDM4_325_3,0.052763819095477386,7
I4DDM4_326_3,0.020100502512562814,5
I4DDM4_327_3,0.11055276381909548,11
A0A832ANL8_328_3,0.09615384615384616,9
A0A075IPP2_329_3,0.07518796992481203,6
A0A7Y0GYQ9_330_3,0.13174946004319654,8
A0A075IPP2_331_3,0.05764411027568922,10
A0A1G0AW29_332_3,0.1425531914893617,9
A0A1G0AW29_333_3,0.14468085106382977,7
A0A1G0AW29_334_3,0.17659574468085107,9
A0A1G0AW29_335_3,0.13829787234042554,6
A0A1G0AW29_336_3,0.20212765957446807,11
A0A1G0AW29_337_3,0.19148936170212766,8
A0A075IPP2_338_3,0.002506265664160401,1
A0A075IPP2_339_3,0.042606516290726815,3
A0A3M2BFW8_340_3,0.1388888888888889,9
A0A3M2BFW8_341_3,0.1987179487179487,10
A0A3M2BFW8_342_3,0.1794871794871795,10
A0A3M2BFW8_343_3,0.1623931623931624,7
A0A832ANL8_344_3,0.08173076923076923,5
A0A948EPL6_345_3,0.04600484261501211,6
A0A832J6A2_346_3,0.1459227467811159,10
A0A3D0LV50_347_3,0.11879049676025918,4
A0A075IRW9_348_3,0.027707808564231738,4
A0A953VJD8_349_3,0.2510729613733906,9
A0A1G0AW29_350_3,0.12978723404255318,8
F2ZCE9_351_3,0.01728395061728395,3
A0A1G3IDC6_352_3,0.12121212121212122,6
A0A661DL27_353_3,0.15137614678899083,10
A0A1G0AW29_354_3,0.2170212765957447,17
A0A948EPL6_355_3,0.06295399515738499,5
A0A948EPL6_356_3,0.08232445520581114,8
A0A948EPL6_357_3,0.053268765133171914,5
A0A948EPL6_358_3,0.03631961259079903,5
A0A075IPP2_359_3,0.09022556390977443,15
A0A832J6A2_360_3,0.1351931330472103,9
A0A075IPP2_361_3,0.020050125313283207,6
A0A948EPL6_362_3,0.06053268765133172,3
A0A948EPL6_363_3,0.0847457627118644,7
A0A948EPL6_364_3,0.06295399515738499,3
A0A948EPL6_365_3,0.03631961259079903,4
A0A948EPL6_366_3,0.043583535108958835,7
A0A948EPL6_367_3,0.0387409200968523,6
A0A948EPL6_368_3,0.07021791767554479,8
A0A1G0AW29_369_3,0.14893617021276595,11
A0A1G0AW29_370_3,0.23617021276595745,7
A0A1G0AW29_371_3,0.16382978723404254,13
A0A948EPL6_372_3,0.043583535108958835,1
A0A075ISY8_373_3,0.055415617128463476,9
A0A075ISY8_374_3,0.11335012594458438,11
A0A7V7WQB9_375_3,0.19654427645788336,12
A0A3M2BFW8_376_3,0.19230769230769232,8
A0A075IPP2_377_3,0.045112781954887216,7
A0A832ANL8_378_3,0.12259615384615384,10
A0A832ANL8_379_3,0.09615384615384616,8
A0A832ANL8_380_3,0.10817307692307693,11
A0A1G0AW29_381_3,0.12978723404255318,11
A0A075IPP2_382_3,0.047619047619047616,4
A0A075IPP2_383_3,0.06265664160401002,11
A0A075IPP2_384_3,0.08020050125313283,9
A0A075IPP2_385_3,0.05513784461152882,8
A0A075IPP2_386_3,0.045112781954887216,8
A0A075IPP2_387_3,0.05764411027568922,9
A0A075IPP2_388_3,0.14285714285714285,14
A0A075IPP2_389_3,0.015037593984962405,3
A0A1G0AW29_390_4,0.1276595744680851,8
A0A1G0AW29_391_4,0.21063829787234042,6
A0A1G0AW29_392_4,0.2127659574468085,11
A0A2K8L348_393_4,0.2127659574468085,10
A0A2K8L348_394_4,0.26170212765957446,20
A0A1G0AW29_395_4,0.1702127659574468,14
A0A813L3F7_396_4,0.42978003384094754,10
A0A2K8L348_397_4,0.17446808510638298,9
K1YYQ0_398_4,0.167420814479638,10
K1YYQ0_399_4,0.14479638009049775,10
A0A849Q8T9_400_4,0.24742268041237114,8
A0A0G0QYQ4_401_4,0.13163972286374134,10
A0A0G0QYQ4_402_4,0.12009237875288684,8
A0A3M1FDV3_403_4,0.19917864476386038,4
A0A3M1FDV3_404_4,0.2813141683778234,10
A0A3M1FDV3_405_4,0.28952772073921973,9
A0A3M1FDV3_406_4,0.2648870636550308,10
A0A3M1FDV3_407_4,0.27720739219712526,10
K1YYQ0_408_4,0.1515837104072398,7
A0A3M1FDV3_409_4,0.2669404517453799,14
A0A3M1FDV3_410_4,0.2669404517453799,10
K1YYQ0_411_4,0.17420814479638008,7
K1YYQ0_412_4,0.18099547511312217,18
K1YYQ0_413_4,0.10407239819004525,5
K1YYQ0_414_4,0.14027149321266968,9
K1YYQ0_415_4,0.14705882352941177,9
K1YYQ0_416_4,0.1515837104072398,14
K1YYQ0_417_4,0.1515837104072398,8
A0A0G0QYQ4_418_4,0.16859122401847576,13
A0A0G0QYQ4_419_4,0.06928406466512702,5
A0A3M1FDV3_420_4,0.22587268993839835,10
K1YYQ0_421_4,0.17647058823529413,15
K1YYQ0_422_4,0.19909502262443438,14
A0A3M1FDV3_423_4,0.24435318275154005,7
A0A3M1FDV3_424_4,0.24229979466119098,12
K1YYQ0_425_4,0.1244343891402715,9
K1YYQ0_426_4,0.16289592760180996,8
K1YYQ0_427_4,0.16515837104072398,9
A0A3M1FDV3_428_4,0.30390143737166325,14
A0A3M1FDV3_429_4,0.26899383983572894,12
A0A3M1FDV3_430_4,0.17659137577002054,7
A0A3M1FDV3_431_4,0.2402464065708419,10
A0A3M1FDV3_432_4,0.23819301848049282,7
A0A3M1FDV3_433_4,0.2813141683778234,18
K1YYQ0_434_4,0.12217194570135746,8
K1YYQ0_435_4,0.1244343891402715,8
K1YYQ0_436_4,0.21040723981900453,11
K1YYQ0_437_4,0.21945701357466063,15
K1YYQ0_438_4,0.18778280542986425,8
A0A849Q8T9_439_4,0.38144329896907214,20
A0A3M1FDV3_440_4,0.2053388090349076,9
A0A3M1FDV3_441_4,0.2915811088295688,17
A0A3M1FDV3_442_4,0.29774127310061604,9
A0A3M1FDV3_443_4,0.37782340862423,25
A0A3M1FDV3_444_4,0.28542094455852157,21
A0A3M1FDV3_445_4,0.351129363449692,11
A0A3M1FDV3_446_4,0.2997946611909651,12
A0A0G0QYQ4_447_4,0.12702078521939955,7
A0A2K8L348_448_4,0.1595744680851064,11
A0A0G0QYQ4_449_4,0.10623556581986143,9
A0A1G0AW29_450_4,0.1595744680851064,15
A0A075IPP2_451_4,0.03258145363408521,8
A0A075IPP2_452_4,0.022556390977443608,4
A0A075IPP2_453_4,0.05263157894736842,6
A0A075IPP2_454_4,0.06265664160401002,11
A0A075IPP2_455_4,0.045112781954887216,7
A0A1G0AW29_456_4,0.1723404255319149,15
A0A1G0AW29_457_4,0.14893617021276595,3
A0A1G0AW29_458_4,0.19574468085106383,13
A0A1G0AW29_459_4,0.18723404255319148,11
A0A1G0AW29_460_4,0.17659574468085107,14
A0A1G0AW29_461_4,0.18936170212765957,13
A0A2K8L348_462_4,0.1148936170212766,9
A0A075IPP2_463_4,0.14285714285714285,14
A0A075IPP2_464_4,0.06516290726817042,11
A0A2K8L348_465_4,0.2170212765957447,13
A0A2K8L348_466_4,0.27872340425531916,19
A0A1G0AW29_467_4,0.15319148936170213,8
A0A1G0AW29_468_4,0.15531914893617021,9
A0A1G0AW29_469_4,0.31063829787234043,19
A0A1G0AW29_470_4,0.15531914893617021,5
A0A2K8L348_471_4,0.2148936170212766,14
A0A2K8L348_472_4,0.19574468085106383,14
A0A075IPP2_473_4,0.09022556390977443,6
A0A1G0AW29_474_4,0.2531914893617021,14
A0A1G0AW29_475_4,0.2553191489361702,18
A0A1G0AW29_476_4,0.21914893617021278,13
A0A1G0AW29_477_4,0.17446808510638298,9
A0A1G0AW29_478_4,0.22340425531914893,8
A0A1G0AW29_479_4,0.16382978723404254,10
A0A075IPP2_480_4,0.06265664160401002,10
A0A075IPP2_481_4,0.12030075187969924,10
A0A075IPP2_482_4,0.06265664160401002,6
A0A075IPP2_483_4,0.02756892230576441,5
A0A075IPP2_484_4,0.022556390977443608,5
A0A075IPP2_485_4,0.022556390977443608,6
A0A075IPP2_486_4,0.03759398496240601,10
A0A075IPP2_487_4,0.12030075187969924,11
A0A1G0AW29_488_4,0.29148936170212764,13
A0A1G0AW29_489_4,0.17872340425531916,10
A0A1G0AW29_490_4,0.14468085106382977,11
A0A1G0AW29_491_4,0.13829787234042554,6
A0A1G0AW29_492_4,0.16170212765957448,12
A0A075IPP2_493_4,0.07518796992481203,11
A0A075IPP2_494_4,0.06516290726817042,10
A0A075IPP2_495_4,0.05263157894736842,8
A0A075IPP2_496_4,0.06516290726817042,11
A0A075IPP2_497_4,0.040100250626566414,6
A0A075IPP2_498_4,0.10275689223057644,12
A0A1G0AW29_499_4,0.16595744680851063,11
A0A1G0AW29_500_4,0.18085106382978725,11
A0A2K8L348_501_4,0.2127659574468085,17
A0A1G0AW29_502_4,0.18936170212765957,10
A0A1G0AW29_503_4,0.1276595744680851,5
A0A832ANL8_504_4,0.10336538461538461,8
A0A832ANL8_505_4,0.055288461538461536,5
A0A832ANL8_506_4,0.04567307692307692,4
A0A832ANL8_507_4,0.052884615384615384,4
A0A832ANL8_508_4,0.0625,7
A0A832ANL8_509_4,0.04326923076923077,4
A0A832ANL8_510_4,0.055288461538461536,8
A0A355WLL9_511_4,0.03755868544600939,7
A0A355WLL9_512_4,0.06807511737089202,6
A0A355WLL9_513_4,0.06807511737089202,8
A0A382KYT3_514_4,0.038461538461538464,3
A0A382KYT3_515_4,0.055288461538461536,7
A0A382KYT3_516_4,0.040865384615384616,4
A0A382KYT3_517_4,0.057692307692307696,4
A0A832ANL8_518_4,0.0889423076923077,8
A0A832ANL8_519_4,0.17548076923076922,14
A0A832ANL8_520_4,0.08413461538461539,6
A0A832ANL8_521_4,0.0625,5
A0A832ANL8_522_4,0.09375,7
A0A832ANL8_523_4,0.052884615384615384,6
A0A832ANL8_524_4,0.09615384615384616,11
A0A7Y0GYQ9_525_4,0.13822894168466524,10
A0A832ANL8_526_4,0.06490384615384616,3
A0A7Y0GYQ9_527_4,0.15334773218142547,15
A0A7Y0GYQ9_528_4,0.12958963282937366,8
A0A7Y0GYQ9_529_4,0.14038876889848811,9
A0A7Y0GYQ9_530_4,0.20518358531317496,18
I4DDM4_531_4,0.1306532663316583,14
A0A832ANL8_532_4,0.15384615384615385,7
A0A832ANL8_533_4,0.12980769230769232,5
A0A832ANL8_534_4,0.052884615384615384,4
A0A832ANL8_535_4,0.07451923076923077,7
A0A832ANL8_536_4,0.11538461538461539,8
A0A7Y0GYQ9_537_4,0.19222462203023757,10
A0A7Y0GYQ9_538_4,0.21166306695464362,12
A0A7Y0GYQ9_539_4,0.1771058315334773,9
A0A7Y0GYQ9_540_4,0.13606911447084233,5
A0A7Y0GYQ9_541_4,0.23542116630669546,15
A0A832ANL8_542_4,0.15865384615384615,10
A0A832ANL8_543_4,0.052884615384615384,6
A0A832ANL8_544_4,0.04326923076923077,1
A0A832ANL8_545_4,0.10336538461538461,8
A0A832ANL8_546_4,0.055288461538461536,6
A0A832ANL8_547_4,0.04326923076923077,3
A0A7Y0GYQ9_548_4,0.20302375809935205,11
A0A7Y0GYQ9_549_4,0.1879049676025918,14
A0A7Y0GYQ9_550_4,0.28293736501079914,16
A0A832ANL8_551_4,0.06971153846153846,4
F5BZE3_552_4,0.060453400503778336,9
F5BZE3_553_4,0.04030226700251889,4
A0A832ANL8_554_4,0.057692307692307696,5
A0A832ANL8_555_4,0.10817307692307693,6
A0A832ANL8_556_4,0.055288461538461536,4
A0A832ANL8_557_4,0.06971153846153846,8
A0A7C3D5F8_558_4,0.09930715935334873,7
A0A7C3D5F8_559_4,0.11778290993071594,13
A0A7C3D5F8_560_4,0.20554272517321015,4
Q6Y9I4_561_4,0.416403785488959,5
Q6Y9I4_562_4,0.4022082018927445,7
A0A7S3W3P9_563_4,0.10321100917431193,8
A0A7V5C8V4_564_4,0.16247139588100687,12
A0A7V5C8V4_565_4,0.19679633867276888,17
A0A1W6AQ06_566_4,0.03526448362720403,10
A0A1W6AQ06_567_4,0.04534005037783375,7
A0A7C3D5F8_568_4,0.13625866050808313,13
